Actual Result,Predicted Result,Correct Prediction,Low Risk Probability,High Risk Probability
0,0,TRUE,0.506904762,0.493095238
1,0,FALSE,0.529645238,0.470354762
0,1,FALSE,0.488272944,0.511727056
1,1,TRUE,0.372020202,0.627979798
1,1,TRUE,0.423259524,0.576740476
0,0,TRUE,0.525639744,0.474360256
1,0,FALSE,0.683811905,0.316188095
0,1,FALSE,0.456890332,0.543109668
0,1,FALSE,0.379480841,0.620519159
0,0,TRUE,0.52582215,0.47417785
0,1,FALSE,0.331738023,0.668261977
1,0,FALSE,0.589706566,0.410293434
0,0,TRUE,0.669372222,0.330627778
0,1,FALSE,0.379764774,0.620235226
1,1,TRUE,0.33073251,0.66926749
0,1,FALSE,0.346998413,0.653001587
1,1,TRUE,0.488505556,0.511494444
1,0,FALSE,0.566090476,0.433909524
0,1,FALSE,0.44567886,0.55432114
0,0,TRUE,0.564942624,0.435057376
0,1,FALSE,0.485005556,0.514994444
1,1,TRUE,0.493264069,0.506735931
0,0,TRUE,0.541244123,0.458755877
0,1,FALSE,0.477879804,0.522120196
0,0,TRUE,0.611644444,0.388355556
0,1,FALSE,0.449569347,0.550430653
1,1,TRUE,0.435727345,0.564272655
0,0,TRUE,0.536320635,0.463679365
0,0,TRUE,0.579680952,0.420319048
1,0,FALSE,0.637686572,0.362313428
0,1,FALSE,0.454380952,0.545619048
1,1,TRUE,0.459659524,0.540340476
1,0,FALSE,0.538238672,0.461761328
0,1,FALSE,0.435986145,0.564013855
0,1,FALSE,0.44472619,0.55527381
1,1,TRUE,0.483692857,0.516307143
0,0,TRUE,0.623116667,0.376883333
1,1,TRUE,0.414663305,0.585336695
1,1,TRUE,0.404811977,0.595188023
0,1,FALSE,0.434860756,0.565139244
0,0,TRUE,0.639390509,0.360609491
0,0,TRUE,0.66141746,0.33858254
0,1,FALSE,0.408159035,0.591840965
1,1,TRUE,0.457516667,0.542483333
1,0,FALSE,0.588255556,0.411744444
1,1,TRUE,0.425858225,0.574141775
0,0,TRUE,0.553897619,0.446102381
1,1,TRUE,0.39852619,0.60147381
0,1,FALSE,0.314219048,0.685780952
1,1,TRUE,0.376718254,0.623281746
1,1,TRUE,0.388385931,0.611614069
0,1,FALSE,0.32708547,0.67291453
1,1,TRUE,0.414908464,0.585091536
0,1,FALSE,0.325337807,0.674662193
0,0,TRUE,0.526081746,0.473918254
0,0,TRUE,0.592515729,0.407484271
1,0,FALSE,0.682573737,0.317426263
0,0,TRUE,0.544592857,0.455407143
1,0,FALSE,0.629913131,0.370086869
1,0,FALSE,0.588753463,0.411246537
0,1,FALSE,0.498263492,0.501736508
1,1,TRUE,0.440273016,0.559726984
1,1,TRUE,0.229020635,0.770979365
1,1,TRUE,0.430141964,0.569858036
0,1,FALSE,0.484108297,0.515891703
0,0,TRUE,0.622890476,0.377109524
1,0,FALSE,0.633090548,0.366909452
1,1,TRUE,0.484303175,0.515696825
1,0,FALSE,0.76343895,0.23656105
0,0,TRUE,0.589240909,0.410759091
1,0,FALSE,0.516662626,0.483337374
1,1,TRUE,0.395236813,0.604763187
1,1,TRUE,0.420811328,0.579188672
1,1,TRUE,0.373894729,0.626105271
0,1,FALSE,0.491163492,0.508836508
0,1,FALSE,0.306307143,0.693692857
0,1,FALSE,0.402111255,0.597888745
1,1,TRUE,0.378257143,0.621742857
1,0,FALSE,0.690939927,0.309060073
1,0,FALSE,0.637203968,0.362796032
0,0,TRUE,0.568432351,0.431567649
1,0,FALSE,0.664093506,0.335906494
0,1,FALSE,0.390682967,0.609317033
0,0,TRUE,0.603607204,0.396392796
1,0,FALSE,0.541565873,0.458434127
0,0,TRUE,0.53903088,0.46096912
1,1,TRUE,0.427838095,0.572161905
1,0,FALSE,0.544537734,0.455462266
1,1,TRUE,0.31278315,0.68721685
1,1,TRUE,0.463646825,0.536353175
0,0,TRUE,0.650163925,0.349836075
1,1,TRUE,0.385575649,0.614424351
0,0,TRUE,0.587777345,0.412222655
1,0,FALSE,0.546770707,0.453229293
1,0,FALSE,0.57422381,0.42577619
1,1,TRUE,0.488139683,0.511860317
1,0,FALSE,0.670251006,0.329748994
0,0,TRUE,0.703792857,0.296207143
0,1,FALSE,0.462984921,0.537015079
0,1,FALSE,0.398001038,0.601998962
0,0,TRUE,0.533732612,0.466267388
0,0,TRUE,0.590911833,0.409088167
1,1,TRUE,0.402515079,0.597484921
0,1,FALSE,0.492327185,0.507672815
1,0,FALSE,0.724684734,0.275315266
0,0,TRUE,0.549874242,0.450125758
1,1,TRUE,0.397205051,0.602794949
1,1,TRUE,0.409175763,0.590824237
1,0,FALSE,0.601774747,0.398225253
0,1,FALSE,0.455946032,0.544053968
0,0,TRUE,0.628480952,0.371519048
1,1,TRUE,0.369776984,0.630223016
0,1,FALSE,0.41471645,0.58528355
1,0,FALSE,0.558101587,0.441898413
1,1,TRUE,0.452328716,0.547671284
1,1,TRUE,0.462593723,0.537406277
1,0,FALSE,0.653987115,0.346012885
1,0,FALSE,0.717253175,0.282746825
0,0,TRUE,0.519087302,0.480912698
0,0,TRUE,0.601942982,0.398057018
0,1,FALSE,0.447604762,0.552395238
0,1,FALSE,0.296852381,0.703147619
0,1,FALSE,0.492179437,0.507820563
1,0,FALSE,0.551359921,0.448640079
0,1,FALSE,0.459866667,0.540133333
0,0,TRUE,0.600034921,0.399965079
0,1,FALSE,0.405832395,0.594167605
1,1,TRUE,0.442931929,0.557068071
1,0,FALSE,0.549258325,0.450741675
0,1,FALSE,0.446560317,0.553439683
0,1,FALSE,0.308382784,0.691617216
0,1,FALSE,0.452235714,0.547764286
0,1,FALSE,0.452183333,0.547816667
1,1,TRUE,0.470637379,0.529362621
1,1,TRUE,0.390302381,0.609697619
1,0,FALSE,0.54896544,0.45103456
1,1,TRUE,0.462090293,0.537909707
1,1,TRUE,0.325414286,0.674585714
1,1,TRUE,0.446668038,0.553331962
1,1,TRUE,0.397168254,0.602831746
1,1,TRUE,0.411895238,0.588104762
0,0,TRUE,0.606467388,0.393532612
1,0,FALSE,0.547705844,0.452294156
1,0,FALSE,0.528320635,0.471679365
1,1,TRUE,0.495578155,0.504421845
0,1,FALSE,0.247015584,0.752984416
1,0,FALSE,0.501659485,0.498340515
0,1,FALSE,0.323260317,0.676739683
0,0,TRUE,0.500237879,0.499762121
0,1,FALSE,0.244810256,0.755189744
1,1,TRUE,0.443321645,0.556678355
1,0,FALSE,0.538160134,0.461839866
0,1,FALSE,0.375120635,0.624879365
1,1,TRUE,0.427035104,0.572964896
1,0,FALSE,0.716007792,0.283992208
1,1,TRUE,0.434744444,0.565255556
1,1,TRUE,0.374970401,0.625029599
0,1,FALSE,0.476839899,0.523160101
0,0,TRUE,0.567299567,0.432700433
1,1,TRUE,0.407295238,0.592704762
1,0,FALSE,0.663341342,0.336658658
1,1,TRUE,0.349356227,0.650643773
1,1,TRUE,0.385101948,0.614898052
0,1,FALSE,0.49963254,0.50036746
0,0,TRUE,0.64529026,0.35470974
0,0,TRUE,0.632890476,0.367109524
0,1,FALSE,0.346787302,0.653212698
0,0,TRUE,0.623883333,0.376116667
0,0,TRUE,0.567306432,0.432693568
1,1,TRUE,0.35299253,0.64700747
1,1,TRUE,0.455559524,0.544440476
0,0,TRUE,0.635838034,0.364161966
0,0,TRUE,0.557777839,0.442222161
1,0,FALSE,0.580753263,0.419246737
0,0,TRUE,0.568926118,0.431073882
0,0,TRUE,0.543519048,0.456480952
0,0,TRUE,0.669351313,0.330648687
1,0,FALSE,0.585792641,0.414207359
1,0,FALSE,0.589406277,0.410593723
0,0,TRUE,0.612004762,0.387995238
1,0,FALSE,0.520742624,0.479257376
1,0,FALSE,0.521153968,0.478846032
0,1,FALSE,0.464514719,0.535485281
0,0,TRUE,0.522455922,0.477544078
1,0,FALSE,0.573883911,0.426116089
0,0,TRUE,0.591943939,0.408056061
1,0,FALSE,0.572987302,0.427012698
1,1,TRUE,0.477376352,0.522623648
1,1,TRUE,0.38525469,0.61474531
0,1,FALSE,0.373951515,0.626048485
1,0,FALSE,0.529097502,0.470902498
0,1,FALSE,0.420111905,0.579888095
1,0,FALSE,0.603393723,0.396606277
0,0,TRUE,0.588185859,0.411814141
0,1,FALSE,0.491563997,0.508436003
0,0,TRUE,0.574905556,0.425094444
0,1,FALSE,0.480639499,0.519360501
0,1,FALSE,0.479129365,0.520870635
1,0,FALSE,0.511530519,0.488469481
1,0,FALSE,0.531215873,0.468784127
0,1,FALSE,0.405517388,0.594482612
0,1,FALSE,0.421133189,0.578866811
0,0,TRUE,0.630469048,0.369530952
1,0,FALSE,0.636297691,0.363702309
0,0,TRUE,0.6171,0.3829
0,1,FALSE,0.450048413,0.549951587
1,0,FALSE,0.508316345,0.491683655
0,1,FALSE,0.451778571,0.548221429
1,1,TRUE,0.337527056,0.662472944
1,1,TRUE,0.45761746,0.54238254
0,0,TRUE,0.570238889,0.429761111
1,1,TRUE,0.468074531,0.531925469
0,0,TRUE,0.546633333,0.453366667
1,1,TRUE,0.202660317,0.797339683
1,1,TRUE,0.263823088,0.736176912
0,0,TRUE,0.522131319,0.477868681
1,1,TRUE,0.479492857,0.520507143
1,1,TRUE,0.458639683,0.541360317
0,0,TRUE,0.587503968,0.412496032
1,1,TRUE,0.473257937,0.526742063
1,0,FALSE,0.524557937,0.475442063
1,0,FALSE,0.587013309,0.412986691
0,1,FALSE,0.382190476,0.617809524
0,0,TRUE,0.647531746,0.352468254
0,0,TRUE,0.617258802,0.382741198
1,0,FALSE,0.597480159,0.402519841
0,0,TRUE,0.600790937,0.399209063
1,1,TRUE,0.452314069,0.547685931
0,1,FALSE,0.391426129,0.608573871
1,0,FALSE,0.695885714,0.304114286
1,1,TRUE,0.333516667,0.666483333
1,1,TRUE,0.347761081,0.652238919
1,0,FALSE,0.690510317,0.309489683
1,0,FALSE,0.522296825,0.477703175
0,1,FALSE,0.425515174,0.574484826
0,0,TRUE,0.511201498,0.488798502
1,0,FALSE,0.532150794,0.467849206
1,1,TRUE,0.351854762,0.648145238
0,0,TRUE,0.599383333,0.400616667
0,1,FALSE,0.344473588,0.655526412
1,0,FALSE,0.517786111,0.482213889
1,1,TRUE,0.312103896,0.687896104
1,1,TRUE,0.424913831,0.575086169
0,0,TRUE,0.525297475,0.474702525
0,0,TRUE,0.550297619,0.449702381
1,1,TRUE,0.435927182,0.564072818
1,1,TRUE,0.462135714,0.537864286
1,1,TRUE,0.469929365,0.530070635
0,1,FALSE,0.333568265,0.666431735
0,1,FALSE,0.480970635,0.519029365
0,1,FALSE,0.46720873,0.53279127
0,0,TRUE,0.516285714,0.483714286
1,1,TRUE,0.433163248,0.566836752
1,1,TRUE,0.468185509,0.531814491
0,0,TRUE,0.603593895,0.396406105
1,0,FALSE,0.582608514,0.417391486
0,0,TRUE,0.575645238,0.424354762
1,1,TRUE,0.361854978,0.638145022
1,0,FALSE,0.574380952,0.425619048
1,0,FALSE,0.500067927,0.499932073
1,0,FALSE,0.770137302,0.229862698
1,1,TRUE,0.315568687,0.684431313
1,1,TRUE,0.483088889,0.516911111
1,1,TRUE,0.491762338,0.508237662
0,1,FALSE,0.493556349,0.506443651
0,0,TRUE,0.700858181,0.299141819
0,1,FALSE,0.376292063,0.623707937
0,1,FALSE,0.400769048,0.599230952
1,0,FALSE,0.551713492,0.448286508
0,1,FALSE,0.417164286,0.582835714
1,0,FALSE,0.514847131,0.485152869
0,0,TRUE,0.514022222,0.485977778
0,1,FALSE,0.30004228,0.69995772
0,1,FALSE,0.386025397,0.613974603
0,0,TRUE,0.550975397,0.449024603
1,0,FALSE,0.708900366,0.291099634
1,1,TRUE,0.381049928,0.618950072
1,0,FALSE,0.570110173,0.429889827
1,0,FALSE,0.577492857,0.422507143
0,0,TRUE,0.615761472,0.384238528
0,1,FALSE,0.398871429,0.601128571
1,0,FALSE,0.546014286,0.453985714
1,1,TRUE,0.461347769,0.538652231
0,0,TRUE,0.560933983,0.439066017
1,0,FALSE,0.58171453,0.41828547
0,1,FALSE,0.496155478,0.503844522
1,0,FALSE,0.526412193,0.473587807
0,1,FALSE,0.36103895,0.63896105
0,1,FALSE,0.39941746,0.60058254
0,0,TRUE,0.656313736,0.343686264
1,1,TRUE,0.37452619,0.62547381
1,0,FALSE,0.713694383,0.286305617
1,1,TRUE,0.49985,0.50015
1,0,FALSE,0.504307143,0.495692857
1,1,TRUE,0.399386508,0.600613492
0,1,FALSE,0.421711905,0.578288095
0,0,TRUE,0.536027814,0.463972186
0,1,FALSE,0.385838312,0.614161688
1,0,FALSE,0.554813492,0.445186508
1,1,TRUE,0.400971429,0.599028571
0,0,TRUE,0.525807143,0.474192857
0,1,FALSE,0.419293651,0.580706349
1,0,FALSE,0.583013492,0.416986508
1,0,FALSE,0.611371429,0.388628571
1,0,FALSE,0.55656746,0.44343254
0,0,TRUE,0.634770818,0.365229182
0,0,TRUE,0.605269173,0.394730827
1,1,TRUE,0.393651893,0.606348107
0,0,TRUE,0.513934127,0.486065873
1,0,FALSE,0.58460303,0.41539697
0,0,TRUE,0.538712271,0.461287729
0,1,FALSE,0.483066667,0.516933333
0,0,TRUE,0.65468075,0.34531925
0,0,TRUE,0.749179654,0.250820346
1,0,FALSE,0.548421429,0.451578571
0,0,TRUE,0.65588254,0.34411746
0,0,TRUE,0.702474603,0.297525397
0,1,FALSE,0.265313853,0.734686147
1,1,TRUE,0.402258931,0.597741069
0,1,FALSE,0.241571429,0.758428571
1,1,TRUE,0.463490476,0.536509524
0,0,TRUE,0.59309972,0.40690028
1,1,TRUE,0.484119408,0.515880592
1,1,TRUE,0.342761905,0.657238095
1,0,FALSE,0.628618831,0.371381169
1,0,FALSE,0.504855844,0.495144156
0,0,TRUE,0.689783405,0.310216595
0,0,TRUE,0.747510245,0.252489755
1,0,FALSE,0.543919048,0.456080952
1,0,FALSE,0.558984921,0.441015079
0,1,FALSE,0.374882251,0.625117749
0,0,TRUE,0.559733905,0.440266095
0,0,TRUE,0.637197619,0.362802381
1,1,TRUE,0.430016667,0.569983333
0,1,FALSE,0.350061137,0.649938863
0,0,TRUE,0.504707071,0.495292929
1,1,TRUE,0.344079437,0.655920563
1,1,TRUE,0.346762843,0.653237157
1,1,TRUE,0.31518254,0.68481746
0,1,FALSE,0.295196426,0.704803574
1,0,FALSE,0.552154329,0.447845671
0,1,FALSE,0.48367381,0.51632619
0,0,TRUE,0.558561328,0.441438672
0,1,FALSE,0.444825974,0.555174026
0,1,FALSE,0.20774127,0.79225873
0,1,FALSE,0.436169048,0.563830952
0,0,TRUE,0.548626984,0.451373016
1,1,TRUE,0.459731122,0.540268878
1,0,FALSE,0.540452958,0.459547042
1,1,TRUE,0.37900232,0.62099768
0,0,TRUE,0.652160029,0.347839971
0,0,TRUE,0.643827645,0.356172355
1,0,FALSE,0.524544444,0.475455556
0,0,TRUE,0.533801443,0.466198557
1,0,FALSE,0.622848413,0.377151587
0,1,FALSE,0.466300794,0.533699206
0,0,TRUE,0.562345238,0.437654762
0,0,TRUE,0.54395,0.45605
0,1,FALSE,0.406717532,0.593282468
0,0,TRUE,0.562378571,0.437621429
1,0,FALSE,0.554126984,0.445873016
1,1,TRUE,0.468374242,0.531625758
1,0,FALSE,0.72042381,0.27957619
1,1,TRUE,0.480903208,0.519096792
0,0,TRUE,0.566333766,0.433666234
0,0,TRUE,0.573166667,0.426833333
1,1,TRUE,0.490434127,0.509565873
1,0,FALSE,0.548854762,0.451145238
1,0,FALSE,0.53064127,0.46935873
1,0,FALSE,0.516195887,0.483804113
1,0,FALSE,0.586836364,0.413163636
0,1,FALSE,0.328893651,0.671106349
1,1,TRUE,0.470195238,0.529804762
0,1,FALSE,0.342332357,0.657667643
0,1,FALSE,0.339983117,0.660016883
1,0,FALSE,0.579417982,0.420582018
0,1,FALSE,0.498880952,0.501119048
0,0,TRUE,0.573587645,0.426412355
0,0,TRUE,0.705940476,0.294059524
0,0,TRUE,0.574347908,0.425652092
0,0,TRUE,0.505418254,0.494581746
0,0,TRUE,0.649855267,0.350144733
1,1,TRUE,0.367901021,0.632098979
0,1,FALSE,0.335561172,0.664438828
1,1,TRUE,0.401519048,0.598480952
0,0,TRUE,0.649772222,0.350227778
1,0,FALSE,0.652988095,0.347011905
0,0,TRUE,0.559968615,0.440031385
0,0,TRUE,0.523503175,0.476496825
1,1,TRUE,0.483103247,0.516896753
1,0,FALSE,0.768128866,0.231871134
0,0,TRUE,0.558089394,0.441910606
1,0,FALSE,0.502366017,0.497633983
0,1,FALSE,0.47607381,0.52392619
0,1,FALSE,0.351819841,0.648180159
0,1,FALSE,0.493961111,0.506038889
0,0,TRUE,0.512563492,0.487436508
0,0,TRUE,0.708027591,0.291972409
1,0,FALSE,0.56167381,0.43832619
1,1,TRUE,0.485009524,0.514990476
1,1,TRUE,0.377486747,0.622513253
0,0,TRUE,0.62827265,0.37172735
1,0,FALSE,0.578669697,0.421330303
0,0,TRUE,0.601031502,0.398968498
0,0,TRUE,0.620357143,0.379642857
0,0,TRUE,0.506309307,0.493690693
0,0,TRUE,0.543921789,0.456078211
1,0,FALSE,0.660270779,0.339729221
0,1,FALSE,0.363803968,0.636196032
0,0,TRUE,0.531530486,0.468469514
0,0,TRUE,0.552928788,0.447071212
0,1,FALSE,0.436263037,0.563736963
1,1,TRUE,0.284027961,0.715972039
0,0,TRUE,0.648191558,0.351808442
0,0,TRUE,0.526812698,0.473187302
0,0,TRUE,0.588531169,0.411468831
0,1,FALSE,0.489988095,0.510011905
1,0,FALSE,0.530207143,0.469792857
0,0,TRUE,0.500873763,0.499126237
0,1,FALSE,0.445015079,0.554984921
0,0,TRUE,0.542435512,0.457564488
0,1,FALSE,0.47686847,0.52313153
0,1,FALSE,0.385037229,0.614962771
1,1,TRUE,0.45010929,0.54989071
0,0,TRUE,0.67670116,0.32329884
1,0,FALSE,0.552176407,0.447823593
0,1,FALSE,0.398916667,0.601083333
1,1,TRUE,0.317737302,0.682262698
0,0,TRUE,0.65311049,0.34688951
1,1,TRUE,0.380749206,0.619250794
0,1,FALSE,0.346237862,0.653762138
0,1,FALSE,0.402255669,0.597744331
1,0,FALSE,0.501730952,0.498269048
0,0,TRUE,0.574205556,0.425794444
1,0,FALSE,0.547569841,0.452430159
0,1,FALSE,0.367865079,0.632134921
1,1,TRUE,0.495750289,0.504249711
1,0,FALSE,0.518629365,0.481370635
1,1,TRUE,0.484927473,0.515072527
0,0,TRUE,0.555751515,0.444248485
1,1,TRUE,0.400577534,0.599422466
1,0,FALSE,0.701669819,0.298330181
0,1,FALSE,0.490496032,0.509503968
0,1,FALSE,0.413770635,0.586229365
1,0,FALSE,0.507538217,0.492461783
0,1,FALSE,0.453420635,0.546579365
0,1,FALSE,0.261019841,0.738980159
0,1,FALSE,0.340107071,0.659892929
1,1,TRUE,0.472966234,0.527033766
1,1,TRUE,0.280141309,0.719858691
1,0,FALSE,0.538143651,0.461856349
1,0,FALSE,0.610771212,0.389228788
1,0,FALSE,0.615223737,0.384776263
1,1,TRUE,0.395669048,0.604330952
1,1,TRUE,0.426974315,0.573025685
0,1,FALSE,0.197652381,0.802347619
1,1,TRUE,0.40672381,0.59327619
1,0,FALSE,0.508877661,0.491122339
1,1,TRUE,0.418434921,0.581565079
0,1,FALSE,0.468150266,0.531849734
0,1,FALSE,0.378203175,0.621796825
1,0,FALSE,0.591559951,0.408440049
0,1,FALSE,0.427247497,0.572752503
0,1,FALSE,0.470652381,0.529347619
0,0,TRUE,0.517757176,0.482242824
1,0,FALSE,0.685321096,0.314678904
0,0,TRUE,0.561841891,0.438158109
0,0,TRUE,0.581560317,0.418439683
1,0,FALSE,0.550175758,0.449824242
1,1,TRUE,0.44733254,0.55266746
1,1,TRUE,0.469491991,0.530508009
0,1,FALSE,0.453776313,0.546223687
1,1,TRUE,0.368038312,0.631961688
1,1,TRUE,0.494193651,0.505806349
0,1,FALSE,0.329153125,0.670846875
0,1,FALSE,0.455275454,0.544724546
0,0,TRUE,0.510833117,0.489166883
1,1,TRUE,0.421994661,0.578005339
0,1,FALSE,0.480996898,0.519003102
1,0,FALSE,0.624668903,0.375331097
1,1,TRUE,0.440138195,0.559861805
1,1,TRUE,0.305874603,0.694125397
1,1,TRUE,0.358053968,0.641946032
1,1,TRUE,0.271397408,0.728602592
1,0,FALSE,0.545649062,0.454350938
0,0,TRUE,0.680088889,0.319911111
0,0,TRUE,0.533109524,0.466890476
0,0,TRUE,0.618023304,0.381976696
1,1,TRUE,0.42269823,0.57730177
1,1,TRUE,0.49374127,0.50625873
0,0,TRUE,0.557710154,0.442289846
1,1,TRUE,0.433410534,0.566589466
0,0,TRUE,0.502754762,0.497245238
0,0,TRUE,0.547791392,0.452208608
1,1,TRUE,0.495450998,0.504549002
0,1,FALSE,0.371653175,0.628346825
1,1,TRUE,0.45343254,0.54656746
0,1,FALSE,0.383007143,0.616992857
1,1,TRUE,0.397186142,0.602813858
1,1,TRUE,0.429605067,0.570394933
1,1,TRUE,0.472396753,0.527603247
0,1,FALSE,0.448419048,0.551580952
0,1,FALSE,0.438990476,0.561009524
1,1,TRUE,0.478157268,0.521842732
0,1,FALSE,0.415048413,0.584951587
1,1,TRUE,0.408404834,0.591595166
1,0,FALSE,0.66367144,0.33632856
1,0,FALSE,0.663055267,0.336944733
1,0,FALSE,0.685446398,0.314553602
1,1,TRUE,0.327791758,0.672208242
0,0,TRUE,0.705380159,0.294619841
0,0,TRUE,0.628606277,0.371393723
1,1,TRUE,0.231421429,0.768578571
1,0,FALSE,0.512298413,0.487701587
1,1,TRUE,0.465404545,0.534595455
0,1,FALSE,0.478987512,0.521012488
0,0,TRUE,0.599597619,0.400402381
1,0,FALSE,0.525459091,0.474540909
0,1,FALSE,0.423641991,0.576358009
0,0,TRUE,0.627993723,0.372006277
1,1,TRUE,0.389642857,0.610357143
1,0,FALSE,0.577315079,0.422684921
0,0,TRUE,0.501543651,0.498456349
0,0,TRUE,0.684446032,0.315553968
1,1,TRUE,0.478895238,0.521104762
1,0,FALSE,0.557195671,0.442804329
1,0,FALSE,0.572587845,0.427412155
0,0,TRUE,0.518258059,0.481741941
0,0,TRUE,0.566878427,0.433121573
1,1,TRUE,0.488407937,0.511592063
1,0,FALSE,0.512557143,0.487442857
0,0,TRUE,0.500048413,0.499951587
1,1,TRUE,0.369019481,0.630980519
1,0,FALSE,0.653280098,0.346719902
1,1,TRUE,0.444288167,0.555711833
0,1,FALSE,0.437679221,0.562320779
1,0,FALSE,0.584588339,0.415411661
0,1,FALSE,0.495982973,0.504017027
1,1,TRUE,0.456498413,0.543501587
1,0,FALSE,0.533948818,0.466051182
0,1,FALSE,0.431321789,0.568678211
0,1,FALSE,0.499842238,0.500157762
1,1,TRUE,0.313330952,0.686669048
0,0,TRUE,0.507306777,0.492693223
0,0,TRUE,0.715574675,0.284425325
0,0,TRUE,0.574309524,0.425690476
0,0,TRUE,0.534584488,0.465415512
1,0,FALSE,0.519518038,0.480481962
0,0,TRUE,0.564277633,0.435722367
0,0,TRUE,0.63359127,0.36640873
1,1,TRUE,0.45087381,0.54912619
1,0,FALSE,0.508128355,0.491871645
0,1,FALSE,0.441487463,0.558512537
1,0,FALSE,0.593218524,0.406781476
1,1,TRUE,0.321914286,0.678085714
1,1,TRUE,0.488149784,0.511850216
0,1,FALSE,0.396395924,0.603604076
1,0,FALSE,0.551732295,0.448267705
1,0,FALSE,0.588548901,0.411451099
0,0,TRUE,0.685047691,0.314952309
1,1,TRUE,0.435628571,0.564371429
1,0,FALSE,0.521460101,0.478539899
1,1,TRUE,0.446236508,0.553763492
1,1,TRUE,0.496507143,0.503492857
0,0,TRUE,0.572043834,0.427956166
1,0,FALSE,0.556619048,0.443380952
0,1,FALSE,0.466474603,0.533525397
0,0,TRUE,0.551648962,0.448351038
0,1,FALSE,0.257512698,0.742487302
1,0,FALSE,0.708307143,0.291692857
1,1,TRUE,0.388185714,0.611814286
1,1,TRUE,0.440603968,0.559396032
0,1,FALSE,0.416505339,0.583494661
1,1,TRUE,0.371616017,0.628383983
0,0,TRUE,0.507561905,0.492438095
1,0,FALSE,0.631455153,0.368544847
1,0,FALSE,0.622844444,0.377155556
0,1,FALSE,0.36020303,0.63979697
1,1,TRUE,0.356476679,0.643523321
0,1,FALSE,0.307263492,0.692736508
1,0,FALSE,0.616181502,0.383818498
0,0,TRUE,0.570497619,0.429502381
1,0,FALSE,0.583646825,0.416353175
0,0,TRUE,0.606851343,0.393148657
0,0,TRUE,0.612096032,0.387903968
0,0,TRUE,0.54980873,0.45019127
0,0,TRUE,0.601848413,0.398151587
0,0,TRUE,0.500744616,0.499255384
1,1,TRUE,0.339092857,0.660907143
1,1,TRUE,0.284996825,0.715003175
0,0,TRUE,0.546864286,0.453135714
0,1,FALSE,0.467553463,0.532446537
